Time: 6.607
0,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0,0,0,0,0,0,0,4.5,9,4.5,0,0
0.0025,0,0,0,0,0,0,4.5,9,4.5,0,0
0.005,0,0,0,0,0,0.0028125,4.5,8.99437,4.5,0.0028125,0
0.0075,0,0,0,0,1.75781e-06,0.00843398,4.5,8.98313,4.5,0.00843398,0
0.01,0,0,0,1.09863e-09,8.78467e-06,0.0168574,4.49999,8.96629,4.49999,0.0168574,0
0.0125,0,0,6.86646e-13,7.68631e-09,2.63364e-05,0.0280723,4.49997,8.94386,4.49997,0.0280723,0
0.015,0,4.29153e-16,6.17638e-12,3.07247e-08,6.14005e-05,0.0420646,4.49994,8.91587,4.49994,0.0420645,0
0.0175,0,4.71801e-15,3.08613e-11,9.20999e-08,0.000122678,0.0588168,4.49988,8.88237,4.49988,0.0588167,0
0.02,0,2.82893e-14,1.1307e-10,2.30034e-07,0.000220563,0.078308,4.49978,8.84338,4.49978,0.0783077,0
0.0225,0,1.22494e-13,3.38909e-10,5.05532e-07,0.000367115,0.100514,4.49963,8.79897,4.49963,0.100513,0
0.025,0,4.28363e-13,8.80281e-10,1.00985e-06,0.000576029,0.125406,4.49942,8.74919,4.49942,0.125405,0
0.0275,0,1.28387e-12,2.05171e-09,1.87292e-06,0.000862603,0.152955,4.49914,8.69409,4.49914,0.152953,0
0.03,0,3.4201e-12,4.39114e-09,3.27277e-06,0.0012437,0.183124,4.49876,8.63374,4.49876,0.183121,0
0.0325,0,8.29651e-12,8.77057e-09,5.44585e-06,0.00173769,0.215878,4.49826,8.56823,4.49826,0.215872,0
0.035,0,1.86442e-11,1.65427e-08,8.69818e-06,0.00236444,0.251174,4.49764,8.49764,4.49764,0.251165,0
0.0375,0,3.93077e-11,2.97305e-08,1.34174e-05,0.00314522,0.288968,4.49685,8.42204,4.49685,0.288955,0
0.04,0,7.85037e-11,5.12671e-08,2.00857e-05,0.00410269,0.329214,4.4959,8.34153,4.4959,0.329194,0
0.0425,0,1.49643e-10,8.52932e-08,2.9293e-05,0.00526079,0.371861,4.49474,8.25622,4.49474,0.371831,0
0.045,0,2.73904e-10,1.37521e-07,4.17518e-05,0.00664475,0.416855,4.49336,8.16621,4.49335,0.416813,0
0.0475,0,4.83774e-10,2.15672e-07,5.83115e-05,0.00828097,0.464141,4.49172,8.0716,4.49172,0.464083,0
0.05,0,8.27833e-10,3.29998e-07,7.9974e-05,0.010197,0.513659,4.4898,7.97252,4.4898,0.513579,0
0.0525,0,1.37711e-09,4.93896e-07,0.00010791,0.0124213,0.565348,4.48758,7.86909,4.48758,0.56524,0
0.055,0,2.23334e-09,7.24621e-07,0.000143474,0.0149835,0.619142,4.48502,7.76143,4.48502,0.618999,0
0.0575,0,3.53968e-09,1.04411e-06,0.000188225,0.017914,0.674975,4.48208,7.64967,4.48208,0.674787,0
0.06,0,5.49416e-09,1.47994e-06,0.000243937,0.0212442,0.732777,4.47875,7.53396,4.47875,0.732533,0
0.0625,0,8.36674e-09,2.06639e-06,0.000312622,0.0250059,0.792475,4.47499,7.41442,4.47499,0.792163,0
0.065,0,1.25203e-08,2.84564e-06,0.000396547,0.0292318,0.853995,4.47077,7.29122,4.47076,0.853599,0
0.0675,0,1.84368e-08,3.86919e-06,0.000498248,0.0339552,0.917261,4.46604,7.16448,4.46604,0.916762,0
0.07,0,2.67485e-08,5.19932e-06,0.000620551,0.0392098,0.982192,4.46079,7.03438,4.46078,0.981571,0
0.0725,0,3.82763e-08,6.91081e-06,0.000766587,0.0450296,1.04871,4.45496,6.90105,4.45496,1.04794,0
0.075,0,5.40756e-08,9.0928e-06,0.000939812,0.051449,1.11673,4.44854,6.76467,4.44853,1.11579,0
0.0775,0,7.54902e-08,1.18508e-05,0.00114402,0.0585027,1.18616,4.44149,6.62539,4.44147,1.18502,0
0.08,0,1.04217e-07,1.53091e-05,0.00138338,0.0662253,1.25692,4.43376,6.48339,4.43374,1.25554,0
0.0825,0,1.42382e-07,1.9613e-05,0.0016624,0.0746515,1.32893,4.42533,6.33882,4.42531,1.32727,0
0.085,0,1.92627e-07,2.49314e-05,0.00198602,0.0838161,1.40208,4.41616,6.19186,4.41613,1.4001,0
0.0875,0,2.58214e-07,3.146e-05,0.00235955,0.0937534,1.4763,4.40622,6.04268,4.40618,1.47394,0
0.09,0,3.4314e-07,3.94242e-05,0.00278875,0.104498,1.55148,4.39546,5.89145,4.39542,1.5487,0
0.0925,0,4.52277e-07,4.90823e-05,0.0032798,0.116083,1.62754,4.38387,5.73836,4.38382,1.62426,0
0.095,0,5.91526e-07,6.07292e-05,0.00383934,0.128542,1.70438,4.3714,5.58357,4.37134,1.70054,0
0.0975,0,7.67991e-07,7.47001e-05,0.00447445,0.141908,1.78189,4.35802,5.42726,4.35794,1.77742,0
0.1,0,9.90183e-07,9.13747e-05,0.0051927,0.156214,1.85999,4.34369,5.26962,4.3436,1.8548,0
0.1025,0,1.26825e-06,0.000111181,0.00600216,0.171489,1.93858,4.3284,5.11082,4.32829,1.93258,0
0.105,0,1.61421e-06,0.000134601,0.00691137,0.187766,2.01756,4.3121,4.95105,4.31196,2.01065,0
0.1075,0,2.04229e-06,0.000162173,0.00792937,0.205074,2.09683,4.29476,4.79047,4.2946,2.0889,0
0.11,0,2.56917e-06,0.000194499,0.00906573,0.22344,2.17629,4.27637,4.62928,4.27617,2.16723,0
0.1125,0,3.2144e-06,0.00023225,0.0103305,0.242893,2.25584,4.25687,4.46764,4.25664,2.24551,0
0.115,0,4.00076e-06,0.000276169,0.0117344,0.263459,2.33539,4.23626,4.30574,4.23599,2.32365,0
0.1175,0,4.95474e-06,0.00032708,0.0132884,0.285162,2.41483,4.21451,4.14376,4.21418,2.40154,0
0.12,0,6.10694e-06,0.00038589,0.0150042,0.308027,2.49406,4.19159,3.98186,4.1912,2.47905,0
0.1225,0,7.49269e-06,0.000453599,0.0168941,0.332075,2.57298,4.16747,3.82022,4.16702,2.55609,0
0.125,0,9.15258e-06,0.000531304,0.0189706,0.357326,2.65151,4.14214,3.65902,4.14161,2.63254,0
0.1275,0,1.11331e-05,0.000620208,0.0212471,0.3838,2.72953,4.11558,3.49842,4.11496,2.70828,0
0.13,0,1.34873e-05,0.000721623,0.0237373,0.411513,2.80695,4.08777,3.33859,4.08704,2.78321,0
0.1325,0,1.62757e-05,0.00083698,0.0264555,0.440481,2.88367,4.05868,3.1797,4.05785,2.85722,0
0.135,0,1.95668e-05,0.000967836,0.0294164,0.470717,2.9596,4.02831,3.0219,4.02735,2.93019,0
0.1375,0,2.34384e-05,0.00111588,0.0326353,0.502233,3.03465,3.99665,2.86537,3.99554,3.00201,0
0.14,0,2.79781e-05,0.00128294,0.0361281,0.535038,3.10871,3.96368,2.71025,3.9624,3.07258,0
0.1425,0,3.32847e-05,0.00147099,0.0399109,0.56914,3.1817,3.92939,2.55669,3.92792,3.14178,0
0.145,0,3.9469e-05,0.00168217,0.0440004,0.604544,3.25352,3.89377,2.40485,3.89209,3.20952,0
0.1475,0,4.66554e-05,0.00191878,0.0484139,0.641253,3.32408,3.85683,2.25486,3.85491,3.27567,0
0.15,0,5.49827e-05,0.00218327,0.0531688,0.679268,3.39331,3.81855,2.10688,3.81636,3.34014,0
0.1525,0,6.46058e-05,0.0024783,0.0582831,0.718589,3.4611,3.77893,1.96104,3.77645,3.40282,0
0.155,0,7.5697e-05,0.00280669,0.0637753,0.759211,3.52738,3.73798,1.81747,3.73517,3.4636,0
0.1575,0,8.84479e-05,0.00317149,0.069664,0.801128,3.59206,3.6957,1.6763,3.69253,3.52239,0
0.16,0,0.00010307,0.00357592,0.0759683,0.844332,3.65505,3.65209,1.53765,3.64851,3.57909,0
0.1625,0,0.000119799,0.00402342,0.0827076,0.888813,3.71629,3.60716,1.40164,3.60314,3.63359,0
0.165,0,0.000138892,0.00451766,0.0899015,0.934558,3.7757,3.56092,1.26838,3.5564,3.6858,0
0.1675,0,0.000160636,0.00506252,0.09757,0.98155,3.83319,3.51338,1.13799,3.50832,3.73563,0
0.17,0,0.000185342,0.00566215,0.105733,1.02977,3.88871,3.46456,1.01056,3.4589,3.78297,0
